City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,feijo,-8.1642,-70.3536,34.74,40,99,1.17,BR,2023-10-03 20:03:45
300,zaigrayevo,51.8336,108.2703,0.21,93,40,2.06,RU,2023-10-03 20:03:45
301,saint-joseph,-21.3667,55.6167,21.21,88,80,6.28,RE,2023-10-03 20:03:45
302,cascais,38.6979,-9.4215,22.92,76,20,7.6,PT,2023-10-03 20:03:45
303,shahrud,36.4182,54.9763,19.05,30,53,3.33,IR,2023-10-03 20:03:46
304,mejit,10.2753,170.8646,28.55,78,37,8.02,MH,2023-10-03 20:03:46
305,amahai,-3.3333,128.9167,24.82,88,100,1.33,ID,2023-10-03 20:03:46
306,cockburn town,21.4612,-71.1419,29.19,73,91,5.83,TC,2023-10-03 20:03:46
307,coquimbo,-29.9533,-71.3436,18.85,48,20,6.17,CL,2023-10-03 20:03:16
308,bikenibeu village,1.3673,173.1241,28.98,79,40,2.57,KI,2023-10-03 20:03:46
309,darwin,-12.4611,130.8418,26.99,78,56,3.6,AU,2023-10-03 20:00:08
310,krasnyye baki,57.131,45.1599,10.39,74,100,3.84,RU,2023-10-03 20:03:46
311,dzialoszyn,51.117,18.8652,20.42,52,83,9.61,PL,2023-10-03 20:03:46
312,pontes e lacerda,-15.2261,-59.3353,40.04,21,71,5.0,BR,2023-10-03 19:59:21
313,marsh harbour,26.5412,-77.0636,27.3,68,5,5.54,BS,2023-10-03 20:03:47
314,suklayin,15.7574,121.5503,26.26,87,99,4.18,PH,2023-10-03 20:03:47
315,ulladulla,-35.35,150.4667,18.76,55,100,4.09,AU,2023-10-03 20:03:47
316,edson,53.5835,-116.4356,13.06,50,0,3.09,CA,2023-10-03 20:03:47
317,arari,-3.4536,-44.78,31.36,53,99,4.44,BR,2023-10-03 19:59:21
318,terme,41.2092,36.9739,15.96,79,98,3.0,TR,2023-10-03 20:03:47
319,simanggang,1.2472,111.4528,25.01,100,98,0.0,MY,2023-10-03 20:03:47
320,sambava,-14.2667,50.1667,22.3,87,3,5.86,MG,2023-10-03 20:03:47
321,arkhangel'sk,64.5401,40.5433,6.74,79,100,2.81,RU,2023-10-03 20:03:47
322,mabaruma,8.2,-59.7833,31.85,61,95,4.22,GY,2023-10-03 20:03:48
323,gubbi,13.3106,76.9444,21.54,89,100,2.44,IN,2023-10-03 20:03:48
324,sumbawa besar,-8.5,117.4333,21.87,88,19,1.72,ID,2023-10-03 20:03:48
325,selfoss,63.9331,-20.9971,7.25,83,100,3.73,IS,2023-10-03 20:03:48
326,javanrud,34.7961,46.5172,13.11,81,31,1.46,IR,2023-10-03 20:03:48
327,abashiri,44.0213,144.2697,10.56,82,96,2.74,JP,2023-10-03 20:02:36
328,kalianget,-7.05,113.9333,26.25,81,62,4.49,ID,2023-10-03 20:03:48
329,tangalle,6.024,80.7911,24.85,89,97,2.34,LK,2023-10-03 20:03:48
330,afaahiti,-17.75,-149.2833,27.93,85,4,8.59,PF,2023-10-03 20:03:49
331,doka,13.5167,35.7667,26.94,56,1,2.31,SD,2023-10-03 20:03:49
332,sola,-13.8833,167.55,24.78,86,100,9.89,VU,2023-10-03 20:03:49
333,praya,14.9215,-23.5087,28.3,74,0,2.06,CV,2023-10-03 20:02:00
334,zaozersk,69.4005,32.4476,2.68,83,100,0.94,RU,2023-10-03 20:03:49
335,ola,59.5833,151.2833,6.34,59,71,4.46,RU,2023-10-03 20:03:49
336,lianzhou,24.7811,112.3825,24.1,94,85,1.5,CN,2023-10-03 20:03:49
337,abadeh,31.1608,52.6506,18.96,28,0,1.78,IR,2023-10-03 20:03:49
338,urangan,-25.3,152.9,20.94,81,33,4.5,AU,2023-10-03 20:03:49
339,namsos,64.4662,11.4957,8.03,93,40,3.6,NO,2023-10-03 20:03:50
340,miracema do tocantins,-9.5618,-48.3967,40.68,15,29,3.03,BR,2023-10-03 20:03:50
341,sokone,13.8833,-16.3667,32.94,79,25,3.23,SN,2023-10-03 20:03:50
342,malango,-2.9627,119.9001,18.81,97,91,1.01,ID,2023-10-03 20:03:50
343,kenai,60.5544,-151.2583,7.3,51,0,3.09,US,2023-10-03 20:03:50
344,itoman,26.1247,127.6694,29.43,91,75,5.66,JP,2023-10-03 20:03:50
345,colonia,50.9333,6.95,14.36,78,0,3.12,DE,2023-10-03 20:03:50
346,el sauzal de rodriguez,31.9,-116.6833,21.34,73,0,4.12,MX,2023-10-03 20:03:50
347,greymouth,-42.4667,171.2,9.07,64,99,2.94,NZ,2023-10-03 20:00:21
348,bengkulu,-3.8004,102.2655,22.53,95,100,2.33,ID,2023-10-03 20:03:51
349,natal,-5.795,-35.2094,28.12,65,20,6.69,BR,2023-10-03 20:00:27
350,taitung city,22.7583,121.1444,28.15,83,75,2.06,TW,2023-10-03 20:03:51
351,ciudad insurgentes,25.2625,-111.7753,31.0,31,53,4.77,MX,2023-10-03 20:03:51
352,gebeit,21.0667,36.3167,27.29,46,0,2.1,SD,2023-10-03 20:03:51
353,sovetskiy,61.3614,63.5842,11.61,72,100,1.79,RU,2023-10-03 20:01:04
354,harstad,68.799,16.5293,6.56,98,100,4.02,NO,2023-10-03 20:03:51
355,tan-tan,28.438,-11.1032,26.35,39,2,4.62,MA,2023-10-03 20:03:51
356,bafoulabe,13.8065,-10.8321,27.04,76,100,1.93,ML,2023-10-03 20:03:51
357,cuajinicuilapa,16.4667,-98.4167,33.64,53,37,4.78,MX,2023-10-03 20:03:52
358,brokopondo,4.75,-55.1667,34.15,46,100,0.71,SR,2023-10-03 20:02:16
359,tabuk,17.4189,121.4443,24.13,85,100,1.58,PH,2023-10-03 20:03:52
360,ceeldheer,3.8488,47.1806,26.29,88,49,4.57,SO,2023-10-03 20:03:52
361,waingapu,-9.6567,120.2641,24.71,84,1,1.48,ID,2023-10-03 20:03:52
362,roma,43.2128,-75.4557,28.84,63,0,3.6,US,2023-10-03 20:00:58
363,toliara,-23.35,43.6667,25.14,43,0,5.54,MG,2023-10-03 20:03:52
364,cabo san lucas,22.8909,-109.9124,34.78,62,35,4.92,MX,2023-10-03 19:59:03
365,san patricio,28.017,-97.5169,33.99,54,68,3.96,US,2023-10-03 20:03:52
366,saint croix,17.7397,-64.7388,27.25,94,100,6.17,VI,2023-10-03 20:03:53
367,garoowe,8.4054,48.4845,26.25,70,78,6.81,SO,2023-10-03 20:03:53
368,margherita,27.2833,95.6833,23.57,99,49,1.3,IN,2023-10-03 20:03:53
369,ha'il,27.5219,41.6907,32.01,18,75,6.17,SA,2023-10-03 20:03:53
370,dinghaicun,26.2847,119.7936,25.51,80,23,7.92,CN,2023-10-03 20:03:53
371,kavieng,-2.5744,150.7967,27.21,81,51,2.95,PG,2023-10-03 20:03:53
372,tralee,52.2704,-9.7026,11.75,89,77,4.09,IE,2023-10-03 20:03:53
373,myeik,12.4333,98.6,25.5,89,100,1.92,MM,2023-10-03 20:03:53
374,nabire,-3.3667,135.4833,23.82,90,79,1.78,ID,2023-10-03 20:03:54
375,kirillov,59.863,38.3813,11.1,91,100,3.52,RU,2023-10-03 20:03:54
376,bandarbeyla,9.4942,50.8122,26.45,88,34,4.11,SO,2023-10-03 20:03:54
377,eureka,40.8021,-124.1637,16.22,92,98,2.68,US,2023-10-03 20:02:14
378,fortaleza,-3.7227,-38.5247,28.07,69,20,5.66,BR,2023-10-03 19:59:19
379,spring creek,40.7266,-115.5859,11.83,63,100,3.39,US,2023-10-03 20:03:54
380,margate,51.3813,1.3862,14.37,71,50,1.34,GB,2023-10-03 20:03:54
381,ancud,-41.8697,-73.8203,10.67,64,36,3.41,CL,2023-10-03 20:03:10
382,cotonou,6.3654,2.4183,26.71,82,100,4.4,BJ,2023-10-03 20:03:54
383,lumphat,13.4878,106.9816,23.58,98,100,0.4,KH,2023-10-03 20:03:54
384,derzhavinsk,51.1,66.3167,10.07,44,59,2.47,KZ,2023-10-03 20:03:55
385,basi,26.8333,76.0333,26.19,24,0,2.37,IN,2023-10-03 20:03:55
386,mindif,10.3976,14.4363,28.5,55,68,1.27,CM,2023-10-03 20:03:55
387,nova paka,50.4945,15.515,18.26,82,100,8.18,CZ,2023-10-03 20:03:55
388,turkmenbasy,40.0222,52.9552,20.43,68,0,4.12,TM,2023-10-03 20:03:55
389,peniche,39.3558,-9.3811,20.72,91,100,5.48,PT,2023-10-03 20:03:55
390,holualoa,19.6228,-155.9522,26.97,71,20,4.63,US,2023-10-03 20:03:55
391,clorinda,-25.2848,-57.7185,40.09,34,100,3.08,AR,2023-10-03 20:01:03
392,biesenthal,52.7662,13.6442,16.58,71,100,5.87,DE,2023-10-03 20:03:55
393,nakhon si thammarat,8.25,100.0,25.35,83,100,1.21,TH,2023-10-03 20:03:56
394,dasht-e archi,37.1333,69.1667,20.85,21,0,2.32,AF,2023-10-03 20:03:56
395,de aar,-30.6497,24.0123,25.97,22,0,4.19,ZA,2023-10-03 20:03:56
396,bonito,-21.1211,-56.4819,39.73,22,50,5.37,BR,2023-10-03 20:02:17
397,misratah,32.3754,15.0925,24.3,63,0,4.48,LY,2023-10-03 20:03:56
398,kondoa,-4.9,35.7833,19.26,60,26,3.8,TZ,2023-10-03 20:03:56
399,angaur state,6.906,134.13,26.47,85,100,4.42,PW,2023-10-03 20:03:56
400,prince rupert,54.3161,-130.3201,11.05,93,100,13.89,CA,2023-10-03 20:03:56
401,chenaran,36.6455,59.1212,17.71,26,47,1.32,IR,2023-10-03 20:03:56
402,bodo,67.28,14.405,8.02,94,75,3.6,NO,2023-10-03 20:03:57
403,alesund,62.4723,6.1549,12.64,88,75,8.23,NO,2023-10-03 20:03:57
404,caninde,-4.3589,-39.3117,34.33,29,52,3.14,BR,2023-10-03 20:02:41
405,lompoc,34.6391,-120.4579,30.43,58,0,3.6,US,2023-10-03 20:00:38
406,funtua,11.5233,7.3081,23.46,68,100,1.53,NG,2023-10-03 20:03:57
407,hovsan,40.3744,50.0853,19.07,82,20,8.23,AZ,2023-10-03 20:03:57
408,acapulco de juarez,16.8634,-99.8901,30.9,70,75,4.12,MX,2023-10-03 20:03:39
409,villa union,23.2,-106.2333,33.84,75,75,0.0,MX,2023-10-03 20:03:57
410,sovetskaya gavan',48.9723,140.2878,5.61,76,43,1.48,RU,2023-10-03 20:03:57
411,cidreira,-30.1811,-50.2056,17.36,82,100,6.33,BR,2023-10-03 20:01:46
412,rio gallegos,-51.6226,-69.2181,17.03,31,40,7.2,AR,2023-10-03 20:01:15
413,saint-georges,12.0564,-61.7485,30.82,74,40,7.72,GD,2023-10-03 20:01:14
414,kayangel,8.0823,134.7173,26.11,84,100,3.47,PW,2023-10-03 20:03:58
415,hammerfest,70.6634,23.6821,2.25,87,75,1.54,NO,2023-10-03 20:03:58
416,mariental,-24.6333,17.9667,30.22,18,100,3.3,NA,2023-10-03 20:03:58
417,arteche,12.2645,125.4048,25.96,87,100,2.19,PH,2023-10-03 20:03:58
418,harper,4.375,-7.7169,24.99,81,11,3.83,LR,2023-10-03 20:03:58
419,tymovskoye,50.8456,142.655,4.18,97,37,0.38,RU,2023-10-03 20:03:58
420,vetovo,43.7,26.2667,14.4,48,8,3.28,BG,2023-10-03 20:03:59
421,asheboro,35.7079,-79.8136,27.5,54,75,2.06,US,2023-10-03 20:00:23
422,bridgewater,44.3835,-64.5155,26.79,58,12,7.2,CA,2023-10-03 20:03:59
423,tazacorte,28.629,-17.9293,24.54,83,20,6.17,ES,2023-10-03 20:03:59
424,nha trang,12.25,109.1833,26.0,92,58,1.77,VN,2023-10-03 20:03:59
425,murray bridge,-35.1167,139.2667,7.41,80,82,2.75,AU,2023-10-03 20:03:59
426,xai-xai,-25.0519,33.6442,18.39,79,0,3.68,MZ,2023-10-03 20:03:59
427,balikpapan,-1.2675,116.8289,25.55,94,20,2.06,ID,2023-10-03 20:03:59
428,aljezur,37.3191,-8.8033,20.59,72,65,2.97,PT,2023-10-03 20:04:00
429,chernyshevskiy,63.0128,112.4714,-2.35,90,100,3.4,RU,2023-10-03 20:04:00
430,decazeville,44.5605,2.2509,17.73,91,78,0.73,FR,2023-10-03 20:04:00
431,mar del plata,-38.0023,-57.5575,14.18,92,100,3.6,AR,2023-10-03 20:02:20
432,port macquarie,-31.4333,152.9167,17.72,76,3,8.46,AU,2023-10-03 19:58:32
433,troitskoye,52.9821,84.6757,4.75,70,8,2.83,RU,2023-10-03 20:04:00
434,hanceville,34.0607,-86.7675,30.28,25,0,3.52,US,2023-10-03 20:00:34
435,tampakan,6.4442,124.9264,23.82,97,62,0.66,PH,2023-10-03 20:04:01
436,didim,37.3756,27.2678,21.78,54,0,4.44,TR,2023-10-03 20:04:01
437,dzhambeyty,50.2536,52.595,14.86,81,100,5.12,KZ,2023-10-03 20:04:01
438,progreso,21.2833,-89.6667,33.06,67,8,5.99,MX,2023-10-03 20:04:01
439,motueka,-41.1333,173.0167,8.31,62,3,1.42,NZ,2023-10-03 20:04:01
440,manjeshvar,12.7,74.8833,25.66,91,52,1.23,IN,2023-10-03 20:04:01
441,gladstone,-23.85,151.25,18.77,88,75,1.54,AU,2023-10-03 20:04:02
442,brookings,44.3114,-96.7984,26.32,55,20,9.26,US,2023-10-03 19:59:35
443,kununurra,-15.7667,128.7333,24.99,83,100,0.0,AU,2023-10-03 20:04:02
444,ifrane,33.3333,-5.25,19.44,30,100,3.49,MA,2023-10-03 20:04:02
445,sidareja,-7.4846,108.7923,22.15,98,100,0.75,ID,2023-10-03 20:04:03
446,portland,45.5234,-122.6762,19.17,87,75,3.09,US,2023-10-03 19:54:29
447,barah,13.7,30.3667,32.0,40,52,4.78,SD,2023-10-03 20:04:03
448,vallenar,-28.5708,-70.7581,15.88,46,4,4.1,CL,2023-10-03 20:00:07
449,magadan,59.5667,150.8,6.01,66,77,2.24,RU,2023-10-03 20:04:04
450,ostersund,63.1792,14.6357,6.25,93,0,2.57,SE,2023-10-03 20:04:05
451,pierre,44.3683,-100.351,26.03,33,3,4.92,US,2023-10-03 20:00:07
452,vilyuchinsk,52.9306,158.4028,8.85,85,99,2.96,RU,2023-10-03 20:04:05
453,svetlyy,54.675,20.1347,19.09,68,100,11.84,RU,2023-10-03 20:04:05
454,puerto el triunfo,13.2833,-88.55,30.07,74,99,2.63,SV,2023-10-03 20:04:06
455,brezina,33.0989,1.2608,25.04,33,0,2.72,DZ,2023-10-03 20:04:06
456,stephenville,32.2207,-98.2023,32.65,41,0,4.12,US,2023-10-03 20:04:06
457,nicoya,10.1483,-85.452,28.67,80,100,2.7,CR,2023-10-03 20:04:06
458,lokomotivnyy,53.0118,60.5684,10.78,61,100,3.58,RU,2023-10-03 20:04:06
459,laguna,38.421,-121.4238,27.58,37,0,1.54,US,2023-10-03 20:00:13
460,bonthe,7.5264,-12.505,25.73,87,97,3.63,SL,2023-10-03 20:04:06
461,ingeniero jacobacci,-41.3427,-69.5448,12.62,33,98,5.46,AR,2023-10-03 20:04:07
462,iguape,-24.7081,-47.5553,21.43,83,24,4.76,BR,2023-10-03 20:04:07
463,xichang,27.8964,102.2634,20.63,88,97,0.83,CN,2023-10-03 20:04:07
464,massaguet,12.4755,15.4365,32.52,30,64,3.25,TD,2023-10-03 20:04:07
465,el granada,37.5027,-122.4694,28.67,68,0,2.57,US,2023-10-03 20:04:07
466,cajazeiras,-6.8903,-38.5553,34.67,21,32,3.88,BR,2023-10-03 20:04:07
467,kharp,66.8014,65.8081,1.27,82,100,1.88,RU,2023-10-03 20:04:07
468,ke-macina,13.9623,-5.3572,32.68,35,84,0.95,ML,2023-10-03 20:04:07
469,fort st. john,56.2499,-120.8529,11.94,50,75,9.26,CA,2023-10-03 20:00:08
470,sulak,43.2734,47.5146,17.85,83,99,7.27,RU,2023-10-03 20:04:08
471,bedesa,8.9,40.7833,16.79,73,29,1.11,ET,2023-10-03 20:04:08
472,mutuali,-14.8706,37.0044,19.87,74,0,1.65,MZ,2023-10-03 20:04:08
473,nemuro,43.3236,145.575,13.42,74,100,1.65,JP,2023-10-03 20:04:08
474,lautoka,-17.6167,177.4667,22.92,73,75,2.57,FJ,2023-10-03 20:04:08
475,murun-kuren,49.6342,100.1625,2.97,51,0,0.67,MN,2023-10-03 20:04:08
476,aasiaat,68.7098,-52.8699,-5.12,65,26,2.94,GL,2023-10-03 20:04:09
477,tadine,-21.55,167.8833,21.3,76,48,9.57,NC,2023-10-03 20:04:09
478,bol'shoye boldino,55.0059,45.3142,7.73,87,94,2.68,RU,2023-10-03 20:04:09
479,lapa,-25.7697,-49.7158,23.85,72,97,1.25,BR,2023-10-03 20:04:09
480,happy valley-goose bay,53.3168,-60.3315,8.17,46,75,7.72,CA,2023-10-03 20:04:09
481,amos,48.5669,-78.1162,26.72,49,41,3.78,CA,2023-10-03 20:01:34
482,tari,12.4086,4.4914,26.57,64,65,2.76,NG,2023-10-03 20:04:09
483,uyuni,-20.4597,-66.825,18.48,10,12,8.95,BO,2023-10-03 20:04:10
484,crane,31.3974,-102.3501,32.19,36,29,3.61,US,2023-10-03 20:04:10
485,meulaboh,4.1363,96.1285,25.48,85,99,2.26,ID,2023-10-03 20:04:10
486,thisted,56.9552,8.6949,13.97,82,6,9.89,DK,2023-10-03 20:04:10
487,manokwari,-0.8667,134.0833,25.68,76,99,0.41,ID,2023-10-03 20:04:10
488,victorica,-36.2151,-65.4359,13.06,78,100,0.97,AR,2023-10-03 19:59:16
489,mazan,44.0568,5.1275,23.86,71,38,3.94,FR,2023-10-03 20:04:10
490,virac,13.6333,124.2167,23.49,86,100,4.6,PH,2023-10-03 20:04:10
491,severo-yeniseyskiy,60.3725,93.0408,3.65,97,100,4.92,RU,2023-10-03 20:04:10
492,korla,41.7597,86.1469,17.54,31,0,0.83,CN,2023-10-03 20:04:11
493,yerofey pavlovich,53.9667,121.9667,-0.97,77,100,1.96,RU,2023-10-03 20:04:11
494,nova vicosa,-17.8919,-39.3719,25.77,76,95,8.12,BR,2023-10-03 20:04:11
495,broome,42.2506,-75.833,28.65,59,20,2.57,US,2023-10-03 20:04:11
496,nikolayevsk-on-amure,53.1406,140.73,6.45,94,97,0.44,RU,2023-10-03 20:04:11
497,bardai,11.65,7.2333,23.8,68,100,1.62,NG,2023-10-03 20:04:11
498,awjilah,29.1081,21.2869,25.21,33,100,3.89,LY,2023-10-03 20:04:11
499,teshi old town,5.5836,-0.1072,27.31,83,20,5.66,GH,2023-10-03 20:04:11
500,cedeira,43.6797,-8.0209,18.32,77,21,9.27,ES,2023-10-03 20:04:12
501,barcelos,41.5388,-8.6151,23.84,73,85,1.21,PT,2023-10-03 20:04:12
502,tamanrasset,22.785,5.5228,25.95,29,40,3.09,DZ,2023-10-03 20:04:12
503,mutoko,-17.397,32.2268,15.87,41,0,3.5,ZW,2023-10-03 20:04:12
504,alofi,-19.0595,-169.9187,23.94,83,75,7.72,NU,2023-10-03 20:04:12
505,leticia,-4.2153,-69.9406,36.03,49,20,3.09,CO,2023-10-03 20:04:12
506,gazojak,41.1875,61.4036,19.23,24,1,4.2,TM,2023-10-03 20:04:12
507,usogorsk,63.4106,48.6872,6.48,69,100,4.45,RU,2023-10-03 20:04:13
508,morant bay,17.8815,-76.4093,33.17,77,61,2.8,JM,2023-10-03 20:04:13
509,arno,60.1167,18.6333,10.44,93,100,4.17,SE,2023-10-03 20:04:13
510,al bahah,20.0129,41.4677,22.68,25,0,3.15,SA,2023-10-03 20:04:13
511,neon karlovasion,37.7903,26.7044,23.28,67,0,6.28,GR,2023-10-03 20:04:13
512,leh,34.1667,77.5833,7.87,33,23,1.63,IN,2023-10-03 20:04:13
513,harsin,34.2721,47.5861,13.45,58,93,1.62,IR,2023-10-03 20:04:13
514,pollock pines,38.7613,-120.5866,21.5,42,0,2.57,US,2023-10-03 20:04:13
515,nar'yan-mar,67.6713,53.087,3.95,78,100,9.39,RU,2023-10-03 20:00:12
516,dahab,28.501,34.5134,28.64,41,66,6.05,EG,2023-10-03 20:04:14
517,puerto madero,14.7208,-92.4215,33.11,70,40,3.09,MX,2023-10-03 20:04:14
518,lospalos,-8.5186,127.0025,20.4,94,7,0.78,TL,2023-10-03 20:04:14
519,kataba,13.9833,44.3833,17.79,75,0,0.55,YE,2023-10-03 20:04:14
520,paris,48.8534,2.3488,15.64,72,0,2.06,FR,2023-10-03 19:53:38
521,timbuktu,16.7735,-3.0074,37.07,16,96,4.09,ML,2023-10-03 20:04:14
522,calama,-22.4667,-68.9333,24.27,15,0,8.23,CL,2023-10-03 20:04:14
523,daru,-9.0763,143.2092,25.07,81,98,4.87,PG,2023-10-03 20:04:15
524,tual,-5.6667,132.75,26.23,83,87,4.28,ID,2023-10-03 20:04:15
525,sudak,44.85,34.9667,10.88,51,0,2.87,UA,2023-10-03 20:04:10
526,saveh,35.0213,50.3566,22.17,37,96,3.89,IR,2023-10-03 20:04:15
527,dem'yanovo,60.3511,47.0842,11.32,80,100,4.1,RU,2023-10-03 20:04:15
528,crucecita,-28.95,-58.9833,26.37,68,46,3.43,AR,2023-10-03 20:04:15
529,surazh,53.0175,32.3918,13.49,61,92,6.27,RU,2023-10-03 20:04:15
530,yorkton,51.2167,-102.4677,9.91,93,100,8.23,CA,2023-10-03 20:01:39
531,lagoa,39.05,-27.9833,20.6,81,53,6.37,PT,2023-10-03 20:04:16
532,mersing,2.4312,103.8405,23.95,100,20,2.06,MY,2023-10-03 20:04:16
533,brisas de zicatela,15.8369,-97.0419,31.29,55,40,3.6,MX,2023-10-03 20:04:16
534,manismata,-2.4667,111.0333,22.08,93,9,1.02,ID,2023-10-03 20:04:16
535,buka,40.8108,69.1986,17.93,21,11,1.62,UZ,2023-10-03 20:04:16
536,la ronge,55.1001,-105.2842,11.12,81,75,3.09,CA,2023-10-03 20:04:16
537,benguela,-12.5763,13.4055,23.35,84,98,1.9,AO,2023-10-03 20:04:16
538,poronaysk,49.2167,143.1167,7.38,90,8,2.46,RU,2023-10-03 20:04:16
539,yangambi,0.8102,24.4336,22.57,95,70,1.23,CD,2023-10-03 20:04:16
540,tvoroyri,61.5556,-6.8111,9.36,72,99,8.9,FO,2023-10-03 20:04:17
541,antofagasta,-23.65,-70.4,17.6,67,9,5.68,CL,2023-10-03 20:04:17
542,ambodifotatra,-16.9833,49.85,24.05,79,7,4.76,MG,2023-10-03 20:04:17
543,as sulayyil,20.4607,45.5779,31.14,15,0,3.72,SA,2023-10-03 20:04:17
544,mandalgovi,45.7625,106.2708,3.52,67,0,2.56,MN,2023-10-03 20:04:17
545,long beach,33.767,-118.1892,31.02,66,0,5.66,US,2023-10-03 20:02:33
546,island harbour,50.724,-1.2758,15.55,80,96,1.34,GB,2023-10-03 20:04:17
547,valencia de alcantara,39.4115,-7.2444,22.87,33,31,1.48,ES,2023-10-03 20:04:17
548,aral,40.5156,81.2636,18.36,27,3,1.23,CN,2023-10-03 20:04:17
549,simoes filho,-12.7844,-38.4039,26.86,78,20,7.72,BR,2023-10-03 20:02:06
550,sao paulo de olivenca,-3.3783,-68.8725,40.3,21,20,2.32,BR,2023-10-03 20:04:18
551,kurumkan,54.3,110.3,-0.49,76,33,1.79,RU,2023-10-03 20:04:18
552,sagua la grande,22.8067,-80.0756,28.55,66,39,5.9,CU,2023-10-03 20:04:18
553,lhokseumawe,5.1801,97.1507,25.74,89,100,1.58,ID,2023-10-03 20:04:18
554,masterton,-40.9597,175.6575,6.6,63,1,1.02,NZ,2023-10-03 20:04:18
555,pisco,-13.7,-76.2167,22.03,68,0,8.75,PE,2023-10-03 20:04:18
556,humberto de campos,-2.5983,-43.4611,29.26,63,84,4.76,BR,2023-10-03 20:04:16
557,kyshtovka,56.555,76.6271,10.19,74,100,2.68,RU,2023-10-03 20:04:19
558,kolonia town,6.964,158.206,28.62,74,36,1.35,FM,2023-10-03 20:04:19
559,kimbe,-5.5502,150.1429,23.68,93,42,2.45,PG,2023-10-03 20:04:19
560,jayapura,-2.5333,140.7,25.66,92,77,2.09,ID,2023-10-03 20:04:19
561,bandiagara,14.3501,-3.6104,34.12,24,96,3.01,ML,2023-10-03 20:04:19
562,qom,34.6401,50.8764,24.19,33,82,5.12,IR,2023-10-03 20:04:20
563,bauchi,10.5,10.0,25.88,48,25,1.82,NG,2023-10-03 20:04:20
564,acarau,-2.8856,-40.12,27.7,68,77,8.49,BR,2023-10-03 20:04:20
565,pervomayskoye,43.919,46.7102,16.71,75,95,1.34,RU,2023-10-03 20:04:21
566,strezhevoy,60.7333,77.5889,9.98,87,97,0.45,RU,2023-10-03 20:04:21
567,tupiza,-21.45,-65.7167,28.2,4,13,8.9,BO,2023-10-03 20:04:21
568,ust'-kulom,61.6864,53.6902,6.87,96,100,1.58,RU,2023-10-03 20:04:21
